user_id,risk_score,decision,reason_str,graph_risk_score,temporal_risk_score,anomaly_score,fraud_label
3321,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.12,48.940025,0.0,1
3322,57.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.968994,53.494583,1
3323,47.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.969143,21.497204,0
3324,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.96888,0.0,0
3325,42.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.96369,1.1280042,0
3326,44.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (142% of orders returned),73.95,48.81766,10.022022,0
3327,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (51% of orders returned),73.95,48.943954,6.440376,1
3328,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.9571,0.0,0
3329,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (315% of orders returned),76.7,48.989258,0.0,1
3330,45.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.948822,13.210601,0
3331,42.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (226% of orders returned),73.95,48.96706,1.2947739,1
3332,55.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.96557,46.050964,1
3333,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.933487,0.0,1
3334,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (135% of orders returned),77.78,48.960785,0.0,1
3335,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.968746,2.7277896,1
3336,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.955288,0.0,0
3337,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.91685,0.36971697,0
3338,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),74.12,48.944317,0.0,1
3339,60.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.32,48.950966,63.11597,1
3340,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.953346,0.0,1
3341,55.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95684,46.250107,0
3342,46.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (62% of orders returned),74.32,48.94632,15.803703,1
3343,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.946617,0.0,0
3344,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.97161,0.0,1
3345,43.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.965054,5.1806955,0
3346,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.958225,0.0,1
3347,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.913246,0.0,1
3348,46.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (137% of orders returned),77.08,48.965534,13.917669,0
3349,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.95771,0.0,1
3350,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
3351,45.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.991577,12.726754,0
3352,49.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Multiple devices used (3 devices) | Multiple IP addresses detected (3 IPs),73.95,48.979115,25.463572,1
3353,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,49.000244,0.0,1
3354,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),80.36,48.933456,0.0,1
3355,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.95486,0.0,1
3356,42.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.92,48.975113,0.0,0
3357,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.958054,0.0,0
3358,47.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.12,48.95211,17.644852,1
3359,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.98351,0.0,1
3360,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.956547,0.0,1
3361,52.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.68,48.987694,36.668335,0
3362,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.960236,0.0,1
3363,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.32,48.958237,0.0,1
3364,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (64% of orders returned),73.96,48.931183,0.0,1
3365,42.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.94906,3.4728098,0
3366,44.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.5,48.944,5.74743,1
3367,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.94711,0.0,1
3368,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.966076,0.0,1
3369,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.934166,0.0,0
3370,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.95886,0.0,1
3371,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),73.96,48.941784,0.0,0
3372,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.951508,0.0,1
3373,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.938828,0.0,0
3374,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.963947,0.0,0
3375,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.965202,0.0,1
3376,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),76.5,48.979046,0.0,0
3377,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (64% of orders returned),76.7,48.95771,0.0,0
3378,42.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (69% of orders returned),73.95,48.929104,2.2482703,0
3379,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (228% of orders returned),73.96,48.964855,0.0,0
3380,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),76.7,48.97516,0.0,1
3381,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.96625,0.0,1
3382,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),74.12,48.977642,6.0999556,1
3383,58.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.940266,56.33863,0
3384,55.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.9518,45.117455,0
3385,42.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.962795,0.0,0
3386,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.927883,0.0,0
3387,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.95571,0.0,0
3388,42.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.959595,3.3448524,0
3389,50.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.96825,27.447388,1
3390,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),73.68,48.963585,0.0,0
3391,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),76.43,48.960854,0.0,1
3392,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.955105,0.0,1
3393,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.956566,0.0,1
3394,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.948685,0.0,1
3395,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.95531,0.0,1
3396,55.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.955482,39.382175,1
3397,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.96599,0.0,1
3398,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.98367,0.0,0
3399,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.94531,0.0,1
3400,60.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.32,48.969856,62.04037,1
3401,45.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.94436,12.4079685,1
3402,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (149% of orders returned),74.12,48.976185,0.0,0
3403,45.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.96322,13.3526745,1
3404,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.942104,0.0,0
3405,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (64% of orders returned),73.96,48.975407,0.0,0
3406,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.98241,2.811428,1
3407,43.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (219% of orders returned),74.12,48.933296,4.6988783,0
3408,56.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.930706,49.606373,1
3409,43.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.938232,0.0,1
3410,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (77% of orders returned),78.04,48.94298,0.0,0
3411,45.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.953415,11.780231,0
3412,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.967915,0.0,0
3413,47.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.97703,18.292566,1
3414,52.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (95% of orders returned) | Multiple 'Wardrobing' returns flagged,74.32,48.942505,34.982143,0
3415,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.9573,0.0,1
3416,55.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.95075,48.09018,1
3417,43.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.953552,2.1328661,1
3418,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (112% of orders returned),73.96,48.95297,0.0,1
3419,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95172,0.0,0
3420,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),73.95,48.960682,0.0,1
3421,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.7,48.98408,0.0,0
3422,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.95443,0.0,1
3423,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.93534,0.0,0
3424,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93064,100.0,1
3425,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.959698,0.0,1
3426,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.93715,0.0,1
3427,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.944855,0.0,0
3428,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (203% of orders returned),73.95,48.963734,0.0,0
3429,45.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (60% of orders returned),74.32,48.949287,12.365639,1
3430,43.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),74.12,48.96763,6.8214693,0
3431,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.998295,0.0,1
3432,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (112% of orders returned),73.95,48.945484,0.0,1
3433,41.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (147% of orders returned),72.5,48.946785,0.0,0
3434,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
3435,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (149% of orders returned),76.5,48.97288,0.0,1
3436,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96993,0.0,0
3437,53.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.956814,38.847664,0
3438,47.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.98696,12.881817,0
3439,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.94403,0.0,1
3440,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.939716,0.0,1
3441,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.964123,0.0,0
3442,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.97174,0.0,1
3443,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.967426,0.0,0
3444,44.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.963608,7.397612,0
3445,41.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.946934,0.0,0
3446,51.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),74.32,48.96579,32.4515,0
3447,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.983776,0.0,1
3448,59.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96427,57.553726,0
3449,61.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile | High return ratio (128% of orders returned),74.32,48.952198,65.387245,1
3450,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.948624,0.0,0
3451,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96607,0.0,0
3452,55.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.98354,45.16889,1
3453,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.9665,0.0,1
3454,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),76.7,48.949516,0.0,0
3455,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (80% of orders returned),74.12,48.921803,0.0,1
3456,42.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),73.96,48.94246,1.6810883,0
3457,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.96873,0.0,1
3458,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.97538,0.0,1
3459,41.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.5,48.95226,0.0,1
3460,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.974403,0.0,0
3461,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.963425,0.0,0
3462,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.5,48.951427,0.0,0
3463,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96308,0.0,1
3464,45.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Multiple 'Wardrobing' returns flagged,74.12,48.96241,11.960738,0
3465,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.981606,0.0,0
3466,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.77124,0.0,0
3467,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
3468,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.958454,0.0,1
3469,69.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,73.95,48.932266,91.65554,1
3470,42.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.96784,0.0,0
3471,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
3472,44.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.959373,9.342993,0
3473,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.94465,0.0,0
3474,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.92072,0.0,1
3475,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (239% of orders returned),73.96,48.947964,0.0,0
3476,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.968983,0.0,0
3477,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95387,0.0,0
3478,42.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (252% of orders returned),71.05,48.949757,4.5560656,0
3479,59.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.98296,57.915325,1
3480,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.95939,0.0,1
3481,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.957233,0.0,1
3482,65.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,73.96,48.964466,79.7213,1
3483,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.971672,0.0,0
3484,58.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.967964,55.817078,1
3485,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.978165,0.0,1
3486,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (120% of orders returned),74.12,48.966976,3.9606233,0
3487,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.963036,0.0,1
3488,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.94638,0.0,0
3489,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.974186,0.0,1
3490,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.950893,0.0,1
3491,56.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.92977,45.996647,0
3492,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),74.32,48.97677,0.0,0
3493,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.940018,0.0,1
3494,46.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),78.04,48.94291,10.361699,0
3495,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.95617,0.0,1
3496,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),73.95,48.972263,0.0,0
3497,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.958946,0.0,1
3498,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.954056,2.7198875,1
3499,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.960945,0.0,1
3500,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.95132,0.0,1
3501,52.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.997135,37.570854,1
3502,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.938404,0.0,0
3503,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
3504,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.959793,0.0,0
3505,43.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.97578,4.1522784,1
3506,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (193% of orders returned),72.62,48.93049,0.0,0
3507,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.975742,0.40017292,0
3508,45.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.961403,10.835331,0
3509,42.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.97625,1.5748715,0
3510,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.959892,0.0,1
3511,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),73.95,48.948563,0.0,1
3512,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.932,0.0,0
3513,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.94755,0.0,0
3514,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.93077,0.0,1
3515,48.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.954967,23.373297,0
3516,59.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,72.06,48.951653,61.891876,0
3517,53.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.95017,37.037918,1
3518,54.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.948616,41.23397,1
3519,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile | High return ratio (105% of orders returned) | Multiple 'Wardrobing' returns flagged,99.84,99.93064,100.0,1
3520,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.934593,0.0,0
3521,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.948296,0.0,0
3522,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.93528,0.21788934,1
3523,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (135% of orders returned),74.32,48.96395,0.0,0
3524,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.957844,0.20999615,1
3525,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (62% of orders returned),73.95,48.983738,0.0,1
3526,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (286% of orders returned),73.96,48.95468,0.0,1
3527,61.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,73.95,48.95251,67.209885,0
3528,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93064,100.0,1
3529,42.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.95337,0.0,0
3530,49.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),74.12,48.952248,25.854248,1
3531,43.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.971527,0.0,0
3532,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (137% of orders returned),73.95,48.911613,0.0,1
3533,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),72.62,48.995296,0.0,0
3534,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),76.5,48.96976,0.0,1
3535,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),74.12,48.947266,0.0,1
3536,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.950134,0.0,1
3537,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.962055,0.0,0
3538,45.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (321% of orders returned),73.96,48.99301,11.235034,0
3539,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),73.96,48.950653,0.0,1
3540,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.985218,0.0,0
3541,50.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.43,48.982273,25.3727,1
3542,47.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (318% of orders returned),73.95,48.973248,18.211096,0
3543,54.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.94001,38.525402,1
3544,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.929684,0.0,0
3545,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.962788,0.0,0
3546,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.954372,0.0,1
3547,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.93872,0.0,1
3548,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.936646,0.0,0
3549,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),74.32,48.96607,0.0,0
3550,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.951813,0.0,0
3551,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.94468,6.4964437,0
3552,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.938606,0.0,1
3553,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.5,48.956123,0.0,1
3554,66.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile | High return ratio (90% of orders returned),74.12,48.957844,81.68919,1
3555,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.964462,0.0,0
3556,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.946148,0.0,0
3557,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.959824,0.0,0
3558,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.926155,0.0,1
3559,62.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.12,48.915356,69.16865,0
3560,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.5,48.990036,0.0,0
3561,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (128% of orders returned),74.44,48.96663,0.0,1
3562,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.979904,0.0,1
